StockCode,mean,std,CV,XYZ_Class
16256C,16.9,14.60175027560433,0.8640088920475936,Y
16258A,17.666666666666668,32.069910612077905,1.815277959174221,Z
16258B,112.66666666666667,167.47835681066377,1.4864942912189092,Z
16259,91.0,56.56131025870793,0.6215528599858013,Y
17001,56.95,93.8214850267868,1.6474360847548164,Z
17003,362.1503759398496,1208.405520286212,3.336750699623515,Z
17007B,4.4,4.505552130427524,1.0239891205517098,Z
17011A,42.333333333333336,45.27545324639684,1.0694988955841773,Z
17011B,9.5,9.192388155425117,0.9676198058342229,Y
17011C,334.0,,0.0,X
17011D,103.5,125.15790027001891,1.2092550750726465,Z
17011E,124.0,,0.0,X
17011F,33.333333333333336,61.2474489264655,1.837423467793965,Z
17012A,46.75,67.32172224263344,1.440036839414619,Z
17012B,14.727272727272727,28.67085945377609,1.946786753034179,Z
17012C,31.923076923076923,71.07210134605273,2.2263549819245436,Z
17012D,5.857142857142857,8.315218406203,1.4196714352053903,Z
17012E,22.77777777777778,63.46411934663905,2.7862296298524463,Z
17012F,25.6,40.475918766595036,1.5810905768201184,Z
17013B,127.5,3.5355339059327378,0.0277296776935901,X
17013C,106.5,14.849242404917497,0.13942950614946006,X
17013D,51.6,64.26023480954436,1.2453533877818674,Z
17013F,15.25,27.183021661814323,1.7824932237255293,Z
17014A,46.5,60.10407640085654,1.2925607828141192,Z
17014C,96.0,,0.0,X
17014D,95.2,95.08785411397189,0.998821996995503,Y
17014E,23.25,43.83586811428894,1.8854136823350083,Z
17014F,15.25,27.83732506306356,1.825398364791053,Z
17021,71.29629629629629,161.27468560355098,2.2620345513225333,Z
17027A,114.0,42.42640687119285,0.37216146378239345,X
17033,58.55357142857143,92.27152020834185,1.5758478596118157,Z
17038,93.58333333333333,47.83961525638337,0.5111980258918971,Y
17039,125.55172413793103,235.39231481066065,1.8748632599585715,Z
17061,52.0,,0.0,X
17084A,22.0,6.855654600401044,0.3116206636545929,X
17084G,25.0,0.0,0.0,X
17084J,21.166666666666668,8.952737857857512,0.4229639932846068,X
17084N,43.46875,44.10616544934689,1.0146637630331419,Z
17084P,39.285714285714285,46.73399120625088,1.1895925034318406,Z
17084R,205.97435897435898,364.53434515683205,1.7698044891219282,Z
17090A,5.888888888888889,8.065094645073108,1.3695443736916597,Z
17090D,3.6666666666666665,3.1808249022578288,0.8674977006157715,Y
17091A,25.7972972972973,45.116585575209456,1.7488880736330537,Z
17091B,6.6,9.63380799114537,1.4596678774462681,Z
17091F,2.6666666666666665,1.7511900715418263,0.6566962768281849,Y
17091J,29.205882352941178,53.66968037679325,1.8376325607361235,Z
17096,182.05,286.13972939255063,1.5717645119063477,Z
17107D,4.194444444444445,2.5947137958818662,0.6186072625943522,Y
17108D,16.136363636363637,9.612964730461195,0.5957330255497079,Y
17109A,54.53846153846154,85.78618321600064,1.5729483523385166,Z
17109B,302.73333333333335,994.9061310112675,3.286410915033916,Z
17109C,260.3333333333333,716.7457179798316,2.753184576106908,Z
17109D,39.8,84.98089034681814,2.135198249920054,Z
17129C,8.4,22.351733713517618,2.6609206801806686,Z
17129D,32.375,40.463769802956655,1.2498461715198967,Z
17129F,23.318181818181817,23.257126636666435,0.9973816491357926,Y
17136A,24.4375,16.89958086265258,0.6915429509013844,Y
17164B,25.983333333333334,45.14402250975849,1.7374222903050094,Z
17164D,49.73913043478261,86.46871078409825,1.7384443601698074,Z
17165B,17.21276595744681,44.314555548798076,2.5745168242194185,Z
17165D,11.295081967213115,18.275980833045214,1.618047649950302,Z
17174,9.0,13.0,1.4444444444444444,Z
17178,5.782608695652174,6.687549637804774,1.1564935463872918,Z
17181,10.88888888888889,17.22773553880114,1.582138978053166,Z
17191A,2.9,1.5951314818673865,0.5500453385749609,Y
18007,177.5483870967742,509.72815230013714,2.870925276399755,Z
18010,9.333333333333334,7.737355275975549,0.8290023509973802,Y
18094C,7.033333333333333,5.020532554066031,0.7138197944169712,Y
18096C,8.833333333333334,12.46692594123517,1.4113501065549248,Z
18097A,1.625,0.9161253813129043,0.5637694654233257,Y
18097B,2.3333333333333335,1.1547005383792515,0.49487165930539345,X
18097C,10.363636363636363,22.133960913160777,2.135733070568145,Z
18098A,1.0,0.0,0.0,X
18098B,1.0,0.0,0.0,X
18098C,7.859504132231405,12.066003056193301,1.535211745320073,Z
20615,5.5,15.302239593777308,2.7822253806867834,Z
20616,2.9473684210526314,2.895853054331435,0.9825215720053084,Y
20617,8.772727272727273,29.907503636785798,3.409145492276101,Z
20618,2.8636363636363638,3.751532456432997,1.3100589530400941,Z
20619,5.133333333333334,14.762667903748417,2.8758443968341068,Z
20620,1.0,,0.0,X
20621,7.37037037037037,18.978019974835156,2.574907232766579,Z
20622,8.204545454545455,29.80134189694067,3.6322965192947074,Z
20652,20.18867924528302,85.64642356441924,4.24229948496656,Z
20653,78.91666666666667,366.61494035670944,4.645595865132537,Z
20654,4.178571428571429,5.40069740566276,1.2924745928081818,Z
20655,3.4423076923076925,4.136937683077322,1.2017919526258143,Z
20657,34.723404255319146,176.56821592550466,5.08499151256049,Z
20658,8.094488188976378,6.820176731483499,0.8425704716910548,Y
20659,3.803921568627451,3.852373854355972,1.0127374565574978,Z
20660,3.736842105263158,5.331688342804306,1.4267898382152366,Z
20661,21.054054054054053,67.91700243104975,3.2258396533361244,Z
20662,38.111111111111114,95.43207556032527,2.504048629862762,Z
20663,94.0,200.7754965128962,2.1359095373712362,Z
20664,1.9230769230769231,1.1151635501529555,0.5798850460795368,Y
20665,7.3478260869565215,5.238259182947571,0.712899178744344,Y
20666,51.0,131.40728670815787,2.5766134648658405,Z
20667,2.5,1.1952286093343936,0.47809144373375745,X
20668,104.93975903614458,145.49531460041226,1.3864651104287276,Z
20669,5.730769230769231,6.67554769760033,1.1648606720644872,Z
20670,43.733333333333334,104.13141879832608,2.38105378349831,Z
20671,7.776595744680851,8.90349001925607,1.1449084292887424,Z
20672,6.105263157894737,5.867942445015263,0.9611285039249138,Y
20673,2.5,2.1213203435596424,0.8485281374238569,Y
20674,11.26923076923077,13.165128010524576,1.1682366152683923,Z
20675,16.857142857142858,24.40974941004922,1.4480359819520723,Z
20676,22.560344827586206,30.482210777870964,1.3511411731880136,Z
20677,19.68717948717949,26.997319258740106,1.3713147318193073,Z
20679,24.32972972972973,82.05548515454824,3.372642691311136,Z
20680,1.5,1.0,0.6666666666666666,Y
20681,7.709677419354839,9.264488647263057,1.2016700755864216,Z
20682,10.089887640449438,11.601325123453455,1.149797256110643,Z
20683,1.0,,0.0,X
20684,4.792079207920792,7.0912859647361115,1.4797931455337754,Z
20685,20.15,26.460879354260264,1.3131950051742067,Z
20686,3.95,2.997467285323107,0.758852477296989,Y
20688,51.333333333333336,138.45486629223257,2.6971727199785565,Z
20689,16.666666666666668,68.17475413559829,4.090485248135897,Z
20692,10.851851851851851,21.863846362837847,2.01475717336731,Z
20693,2.3636363636363638,1.5015143870590966,0.6352560868326946,Y
20694,5.428571428571429,5.61199656935974,1.0337888417241625,Z
20695,3.7142857142857144,4.869731585445518,1.31108158069687,Z
20696,3.7916666666666665,2.5703859745125857,0.6779039932780446,Y
20697,2.2,2.0976176963403033,0.9534625892455924,Y
20698,2.7,2.359378449224852,0.8738438700832785,Y
20699,5.294117647058823,2.9183786674017833,0.5512493038425591,Y
20700,34.75,54.66456151579637,1.573080906929392,Z
20701,27.6,50.48476117712266,1.8291580136638643,Z
20702,4.380952380952381,5.112881038261649,1.1670706717771153,Z
20703,3.606299212598425,2.7289089636672568,0.7567061973487809,Y
20704,5.826086956521739,9.232611045601757,1.5847018958868688,Z
20705,6.0,10.0,1.6666666666666667,Z
20707,35.15625,89.81849417108535,2.5548371675330945,Z
20711,33.19178082191781,64.14368708365372,1.9325171923676108,Z
20712,36.942583732057415,56.53331688740927,1.5303021926523168,Z
20713,41.56444444444445,61.70839096810916,1.4846437091343627,Z
20714,151.3,156.76879649839617,1.0361453833337486,Z
20715,400.0,,0.0,X
20716,9.917431192660551,7.367506790162604,0.7428845884622792,Y
20717,18.108695652173914,37.31257908336305,2.06047855682437,Z
20718,32.94285714285714,52.88051796576761,1.6052195392904305,Z
20719,40.261044176706825,47.27988183492692,1.17433322462811,Z
20721,1.0,,0.0,X
20723,32.50209205020921,39.75448544821069,1.2231362026419097,Z
20724,47.64492753623188,51.1409177184536,1.0733759156116498,Z
20725,67.37748344370861,64.4632571151846,0.9567477712200585,Y
20726,42.19718309859155,146.30988650656357,3.4672903678124207,Z
20727,50.494773519163765,162.80184169075932,3.2241325258934532,Z
20728,45.47142857142857,151.11518277096346,3.3232996525188323,Z
20729,85.66666666666667,571.907368142647,6.675961495828564,Z
20730,44.83783783783784,229.10447804846996,5.1096236816114455,Z
20731,105.97368421052632,442.48331694567764,4.175407510289483,Z
20733,13.416666666666666,17.041667750437806,1.2701864161816998,Z
20734,23.775862068965516,57.874953860297104,2.4341895024635476,Z
20735,21.64516129032258,44.01102012534041,2.0332960117519416,Z
20736,20.428571428571427,28.782244221352553,1.4089210458004746,Z
20738,27.32758620689655,47.74250668899339,1.7470444088085908,Z
20747,6.4375,9.871312939469407,1.5334078352573837,Z
20748,4.366197183098592,7.272726815438066,1.6656890448261374,Z
20749,6.242990654205608,6.737661122301512,1.0792361378536852,Z
20750,8.207468879668049,10.454191056703966,1.2737411752606957,Z
20751,11.084848484848484,10.569979382843298,0.9535519946250106,Y
20752,8.405172413793103,22.85948702238387,2.719692814970799,Z
20753,10.38888888888889,10.29070905285236,0.9905495344991576,Y
20754,15.526548672566372,26.07257739532858,1.6792255603716895,Z
20755,133.52777777777777,718.7585521920462,5.3828391676541845,Z
20756,267.42857142857144,1149.7346464044897,4.2992214342048225,Z
20757,206.36,958.2140453294693,4.64340979516122,Z
20758,168.80645161290323,860.5638236782067,5.097932072238565,Z
20759,218.26923076923077,1033.4351090491289,4.7346806758197975,Z
20760,146.45945945945945,710.3988157911565,4.850480934540098,Z
20761,4.875,12.718565357850103,2.6089364836615596,Z
20762,5.5344827586206895,13.540343250516312,2.4465417711213275,Z
20763,5.46875,11.500306798151643,2.102913243090586,Z
20764,6.611111111111111,13.178680559269015,1.9934138661079184,Z
20765,5.19672131147541,13.32643947463231,2.564393715938709,Z
20766,5.575757575757576,12.823128870624128,2.2998002865793272,Z
20767,6.560975609756097,15.057172984849913,2.2949594512224776,Z
20768,7.986111111111111,21.35052399367243,2.6734569174685476,Z
20769,10.333333333333334,20.487292809609247,1.9826412396396045,Z
20770,10.363636363636363,18.934727973883756,1.8270351553747486,Z
20771,6.54054054054054,14.166513853884677,2.1659545974947645,Z
20772,10.289855072463768,22.253288884008978,2.1626435676008726,Z
20773,47.30434782608695,366.31637340145585,7.743820393596954,Z
20774,63.679245283018865,439.1039290674776,6.895557997207797,Z
20775,101.38235294117646,575.7868405406209,5.679359610786514,Z
20776,70.82222222222222,452.68704265293326,6.3918785438914325,Z
20777,63.648148148148145,434.9971657859266,6.8344041176724,Z
20778,55.13846153846154,416.3430780664499,7.550864976093538,Z
20780,3.923076923076923,7.1207059650919104,1.8150819126704871,Z
20781,2.217391304347826,2.4300490406411446,1.0959044693087514,Z
20782,2.3225806451612905,2.3149815949476222,0.9967281867135596,Y
20783,4.333333333333333,8.087168778415268,1.8662697180958312,Z
20784,3.25,5.203021100421232,1.6009295693603791,Z
20785,2.5,3.118857599710626,1.2475430398842504,Z
20786,2.4444444444444446,3.6094013046179527,1.4765732609800715,Z
20787,1.375,0.5175491695067657,0.3763993960049205,X
20791,5.0,,0.0,X
20793,24.09090909090909,71.62744522242093,2.9732147073457744,Z
20794,7.0,3.6645015252516173,0.5235002178930882,Y
20795,8.0,10.712142642814275,1.3390178303517843,Z
20796,5.4,3.714835124201342,0.6879324304076558,Y
20798,11.75,12.107553722484868,1.0304301040412653,Z
20799,12.846153846153847,27.537387172854515,2.143628941599453,Z
20800,498.0,698.6214998123089,1.402854417293793,Z
20801,3.6,4.067291130821243,1.1298030918947897,Z
20802,7.848484848484849,6.062802632246554,0.7724806442630745,Y
20803,6.206896551724138,3.8580093899836445,0.621568179497365,Y
20804,14.894736842105264,31.626105139833285,2.1233074122149556,Z
20812,1.6666666666666667,0.5773502691896257,0.3464101615137754,X
20814,18.7,23.074998495244927,1.2339571387831512,Z
20816,3.2,1.9235384061671343,0.6011057519272295,Y
20818,3.7222222222222223,5.706606651691019,1.5331182049319156,Z
20819,5.366666666666666,10.025771389475375,1.8681561595295733,Z
20820,1.2857142857142858,0.7559289460184545,0.5879447357921312,Y
20821,2.0,2.23606797749979,1.118033988749895,Z
20822,2.0,,0.0,X
20823,8.8,13.830722645215936,1.5716730278654472,Z
20825,60.0,112.95308760720089,1.8825514601200148,Z
20826,13.166666666666666,17.417424225948757,1.3228423462745893,Z
20827,14.166666666666666,17.092883509421885,1.2065564830180155,Z
20828,16.019704433497537,34.6082689986154,2.1603562751288212,Z
20829,21.46583850931677,58.1454029842322,2.708741284855724,Z
20830,8.84,18.521788970471146,2.095224996659632,Z
20831,8.333333333333334,18.0576001472212,2.166912017666544,Z
20832,14.25,17.822126840761882,1.2506755677727637,Z
20833,10.4,9.09945053286186,0.8749471666213328,Y
20835,12.0,,0.0,X
20836,10.8,2.6832815729997477,0.24845199749997662,X
20837,8.0,3.4641016151377544,0.4330127018922193,X
20838,10.166666666666666,12.812754062521714,1.2602708913955785,Z
20839,5.083333333333333,1.9286515936521478,0.3794068708823897,X
20840,21.8125,49.72486802395759,2.2796501099808637,Z
20845,5.4,5.581716183715861,1.033651145132567,Z
20846,12.5,8.076871241799251,0.6461496993439401,Y
20847,4.166666666666667,4.020779360604939,0.9649870465451853,Y
20848,4.5,5.196152422706632,1.1547005383792515,Z
20849,37.22222222222222,134.89104778020604,3.623938597080162,Z
20850,39.04761904761905,150.5923225767091,3.856632651354745,Z
20851,16.25,63.97193052219732,3.9367341859813734,Z
20854,3.088235294117647,2.303373866242942,0.7458543947834287,Y
20855,3.227272727272727,3.9641629302847217,1.2283321755811814,Z
20856,3.5454545454545454,3.047878325911697,0.8596579893597094,Y
20857,3.7,2.9070341342383856,0.7856849011455096,Y
20858,4.0,,0.0,X
20860,1.9,1.3703203194062978,0.7212212207401568,Y
20861,3.142857142857143,2.7134180220963673,0.8633602797579351,Y
20862,12.64,22.52753870266346,1.7822419859702103,Z
20863,7.282051282051282,16.866267671159367,2.3161423914620256,Z
20864,9.88,20.449775874892453,2.0698153719526773,Z
20865,9.148148148148149,19.903041328677737,2.1756360966570805,Z
20866,12.930232558139535,36.0920749438731,2.7912935658031355,Z
20867,15.4,35.9882556600698,2.3368997181863502,Z
20868,27.2,66.16019519750095,2.432360117555182,Z
20869,22.857142857142858,62.8647597782575,2.7503332402987657,Z
20870,8.666666666666666,13.279056191361391,1.5321987913109298,Z
20871,21.087719298245613,38.50105782487132,1.825757317818357,Z
20877,3.3333333333333335,2.5166114784235836,0.754983443527075,Y
20878,15.311111111111112,17.098407983071276,1.116732016310896,Z
20879,10.0,8.94427190999916,0.894427190999916,Y
20881,2.0,,0.0,X
20882,2.0,,0.0,X
20884,1.0,0.0,0.0,X
20885,1.0,,0.0,X
20886,10.048780487804878,13.448659911628093,1.338337515477553,Z
20887,1.25,0.5,0.4,X
20888,35.9,72.36397200571874,2.015709526621692,Z
20889,65.6,125.37428409012396,1.9111933550323776,Z
20890,4.0,,0.0,X
20891,2.0,,0.0,X
20892,4.095238095238095,4.097618355883841,1.000581226436752,Z
20893,9.463414634146341,20.361848591146643,2.1516386397861145,Z
20894,4.291666666666667,5.271191610338957,1.228238821826553,Z
20895,4.0,5.354126134736337,1.3385315336840842,Z
20896,2.923076923076923,3.1214723679042464,1.067872125861979,Z
20897,7.551724137931035,26.322975036616302,3.4856907582733916,Z
20898,8.8125,25.073360107827078,2.8452039838669023,Z
20899,4.0,4.123105625617661,1.0307764064044151,Z
20901,2.3076923076923075,1.315587028960544,0.5700877125495691,Y
20902,3.8,7.114929530376406,1.8723498764148439,Z
20903,8.5,10.700467279516348,1.2588785034725114,Z
20905,2.0,1.7320508075688772,0.8660254037844386,Y
20906,2.7777777777777777,2.1363760352762253,0.7690953726994412,Y
20910,2.96,4.586937976471886,1.5496412082675293,Z
20913,17.352941176470587,50.91529875252451,2.934101962009887,Z
20914,42.98954703832753,65.23488943383333,1.5174593343743041,Z
20931,6.327272727272727,9.53367238218878,1.5067585661505256,Z
20932,3.411764705882353,3.978104063867485,1.1659960187197802,Z
20933,15.666666666666666,56.4381463889105,3.6024348758879046,Z
20934,4.52,5.553677460326026,1.2286897036119526,Z
20935,8.441176470588236,11.144209466560701,1.3202199368051004,Z
20936,7.964285714285714,10.563676909167086,1.326380957204836,Z
20939,12.0,,0.0,X
20940,12.555555555555555,12.699518801032493,1.0114660991972781,Z
20941,19.704545454545453,32.41846986149527,1.645227997584535,Z
20942,2.0,1.7320508075688772,0.8660254037844386,Y
20943,8.972972972972974,6.052944584096086,0.674575149432395,Y
20950,11.854545454545455,11.785770110789414,0.9941983989162849,Y
20952,16.894736842105264,56.10891663822952,3.321088523758134,Z
20953,2.7142857142857144,1.3801311186847085,0.5084693595154189,Y
20956,21.8,35.756205755085375,1.6401929245452007,Z
20957,5.583333333333333,4.52183255959016,0.8098804584340585,Y
20958,2.888888888888889,2.3687784005919825,0.8199617540510709,Y
20960,16.252336448598133,19.58247843023554,1.2049023530967238,Z
20961,15.643356643356643,29.211565718944126,1.867346400451055,Z
20963,16.271317829457363,28.89981399647769,1.7761200598121116,Z
20964,3.6,2.3021728866442674,0.6394924685122965,Y
20966,15.574626865671641,20.748177514193284,1.3321781441791567,Z
20967,6.288888888888889,7.2357597324311875,1.1505625016233336,Z
20968,3.3636363636363638,1.689540012709215,0.5022956794540909,Y
20969,7.590361445783133,11.483359390825843,1.5128870308548332,Z
20970,7.982456140350878,12.21593640156917,1.5303480766800936,Z
20971,44.88559322033898,94.61280357368196,2.1078657267430323,Z
20972,49.2059925093633,99.77383579786583,2.027676522912938,Z
20973,38.51470588235294,90.35756012102124,2.3460534892055915,Z
20974,30.321951219512194,42.05870962116658,1.3870713436839042,Z
20975,54.49295774647887,119.03121596749754,2.1843412596775202,Z
20976,8.931034482758621,11.584717805383479,1.2971305650815477,Z
20977,13.297297297297296,9.61677917107899,0.7232130677437453,Y
20978,14.62,18.713907544135985,1.2800210358506146,Z
20979,23.135135135135137,27.492847056060658,1.188359043311033,Z
20980,5.0,5.223572942509206,1.0447145885018412,Z
20981,16.15950920245399,26.868662360481988,1.6627152485795609,Z
20982,15.235632183908047,15.170198020445754,0.9957051888183935,Y
20983,17.778350515463917,22.65664745607878,1.274395362852793,Z
20984,42.645833333333336,110.89452331570948,2.600360097290696,Z
20985,10.990291262135923,15.534588318589593,1.4134828593769682,Z
20986,8.461538461538462,18.044283134725912,2.132506188649426,Z
20987,23.4,18.742998692845283,0.8009828501215933,Y
20988,3.0,2.0,0.6666666666666666,Y
20989,11.027777777777779,17.314710692044684,1.5700997101098453,Z
20990,12.602941176470589,21.951873891305308,1.7418056296484958,Z
20991,504.14285714285717,1803.3817743827358,3.5771245170527486,Z
20992,16.485714285714284,31.76570304762497,1.9268624032354837,Z
20993,521.1904761904761,2026.406711868267,3.888034805777397,Z
20994,4.7,3.4009802508492553,0.7236128193296287,Y
20996,42.736111111111114,130.06433868954258,3.043429439599306,Z
20997,3.142857142857143,1.8244372909397104,0.5805027743899078,Y
20998,3.4,2.1750941319305284,0.6397335682148613,Y
21000,23.833333333333332,101.67581332102908,4.26611804144178,Z
21001,2.3157894736842106,2.05622717019268,0.8879162780377482,Y
21002,4.85,6.46671640422182,1.3333435884993445,Z
21003,1.8,0.4472135954999579,0.24845199749997662,X
21004,2.441860465116279,1.7362017325924204,0.7110159476330865,Y
21007,65.6896551724138,74.64540146982353,1.1363341956036128,Z
21009,20.58139534883721,17.440009499423383,0.8473676931923225,Y
21010,17.91111111111111,12.536895045175157,0.6999507159216899,Y
21011,26.47761194029851,26.652282981954066,1.006596933365796,Z
21012,17.037037037037038,54.0115162293638,3.1702411699843966,Z
21014,14.944444444444445,26.457453116217092,1.7703871973676863,Z
21015,8.272727272727273,11.385796574520539,1.3763050804365484,Z
21016,19.142857142857142,21.28617028251365,1.1119641192357876,Z
21017,18.266666666666666,36.992947448392655,2.0251613566638316,Z
21018,6.645161290322581,6.008595992946407,0.9042061931132942,Y
21025,6.6,5.423147270339381,0.8216889803544517,Y
21026,8.0625,6.992795832025064,0.8673235140496204,Y
21027,6.8076923076923075,4.955959893051846,0.727994108583887,Y
21028,7.117647058823529,4.328428596805896,0.6081263317826465,Y
21030,6.055555555555555,4.530578747891893,0.7481689675417804,Y
21031,5.5,5.561774297230456,1.0112316904055374,Z
21032,5.833333333333333,5.50133673595363,0.9430862975920509,Y
21033,18.659259259259258,56.830878058848825,3.0457199436064277,Z
21034,7.634408602150538,7.259008215898842,0.9508278367304116,Y
21035,14.797297297297296,31.044842649074337,2.0980076310789966,Z
21036,1.0,,0.0,X
21038,2.9642857142857144,1.990386950228576,0.6714558386313269,Y
21039,7.617647058823529,6.670526450118007,0.8756675648803561,Y
21040,22.54054054054054,52.090516621760656,2.310970161876672,Z
21041,14.629310344827585,25.374252671767003,1.7344804419121818,Z
21042,7.450331125827814,13.524145686744554,1.8152408877319357,Z
21043,5.714285714285714,12.058060598488689,2.1101606047355204,Z
21051,9.440677966101696,11.903739178467784,1.2608987639669644,Z
21054,2.6513761467889907,2.572562300973238,0.970274362650806,Y
21055,2.2142857142857144,1.6211808025301355,0.7321461688845773,Y
21056,3.913978494623656,7.565160295980536,1.9328568888082138,Z
21058,12.617021276595745,16.217676790902143,1.2853807911844868,Z
21059,9.813725490196079,15.02719013685016,1.5312421518069093,Z
21060,13.292307692307693,35.38084009960541,2.6617530167527215,Z
21061,13.632352941176471,34.89767747126589,2.559915931009795,Z
21062,9.350877192982455,7.936109221396519,0.8487021118566634,Y
