ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2011-03-17,23428.1450264915,15324.499809777113,23763.212978387804,23428.1450264915,23428.1450264915,-4027.3432748943237,-4027.3432748943237,-4027.3432748943237,-4130.420461290162,-4130.420461290162,-4130.420461290162,103.07718639583825,103.07718639583825,103.07718639583825,0.0,0.0,0.0,19400.801751597177
2011-03-18,23447.979573357366,18888.708144044493,27653.083480181547,23447.979573357366,23447.979573357366,-1.7464968306650683,-1.7464968306650683,-1.7464968306650683,-121.38056120172695,-121.38056120172695,-121.38056120172695,119.63406437106187,119.63406437106187,119.63406437106187,0.0,0.0,0.0,23446.2330765267
2011-03-19,23467.814120223236,26515.16720005548,35451.22959157545,23467.814120223236,23467.814120223236,7303.244618862417,7303.244618862417,7303.244618862417,7159.294410470179,7159.294410470179,7159.294410470179,143.95020839223722,143.95020839223722,143.95020839223722,0.0,0.0,0.0,30771.058739085653
2011-03-20,23487.648667089106,25958.790387012366,34481.899651794796,23487.648667089106,23487.648667089106,6928.12576786726,6928.12576786726,6928.12576786726,6753.263146083785,6753.263146083785,6753.263146083785,174.86262178347562,174.86262178347562,174.86262178347562,0.0,0.0,0.0,30415.774434956365
2011-03-21,23507.483213954976,17615.509169377794,26844.63223020562,23507.483213954976,23507.483213954976,-1213.236347506246,-1213.236347506246,-1213.236347506246,-1424.297299552581,-1424.297299552581,-1424.297299552581,211.06095204633505,211.06095204633505,211.06095204633505,0.0,0.0,0.0,22294.24686644873
2011-03-22,23527.317760820843,15347.844275301937,24145.27529317423,23527.317760820843,23527.317760820843,-3708.2302937474437,-3708.2302937474437,-3708.2302937474437,-3959.355655555713,-3959.355655555713,-3959.355655555713,251.1253618082689,251.1253618082689,251.1253618082689,0.0,0.0,0.0,19819.087467073397
2011-03-23,23547.15230768671,15274.732887946326,24060.82866633464,23547.15230768671,23547.15230768671,-3983.5371105648032,-3983.5371105648032,-3983.5371105648032,-4277.103578948885,-4277.103578948885,-4277.103578948885,293.5664683840824,293.5664683840824,293.5664683840824,0.0,0.0,0.0,19563.615197121904
2011-03-24,23566.98685455258,15327.064861351868,24231.054105103492,23566.98685455258,23566.98685455258,-3793.554257682476,-3793.554257682476,-3793.554257682476,-4130.420461287799,-4130.420461287799,-4130.420461287799,336.8662036053241,336.8662036053241,336.8662036053241,0.0,0.0,0.0,19773.4325968701
2011-03-25,23586.82140141845,19748.39608204384,28335.55989545887,23586.82140141845,23586.82140141845,258.1378762968359,258.1378762968359,258.1378762968359,-121.38056121078414,-121.38056121078414,-121.38056121078414,379.51843750762004,379.51843750762004,379.51843750762004,0.0,0.0,0.0,23844.959277715283
2011-03-26,23606.655948284315,26779.421059144996,35943.05607027962,23606.655948284315,23606.655948284315,7579.362645592672,7579.362645592672,7579.362645592672,7159.294410473156,7159.294410473156,7159.294410473156,420.06823511951654,420.06823511951654,420.06823511951654,0.0,0.0,0.0,31186.018593876986
2011-03-27,23626.490495150185,26657.321235244148,35144.227969779655,23626.490495150185,23626.490495150185,7210.411819897657,7210.411819897657,7210.411819897657,6753.263146077921,6753.263146077921,6753.263146077921,457.14867381973505,457.14867381973505,457.14867381973505,0.0,0.0,0.0,30836.902315047842
2011-03-28,23646.32504201605,18473.40851351303,27039.807766965205,23646.32504201605,23646.32504201605,-934.7830620342189,-934.7830620342189,-934.7830620342189,-1424.2972995576617,-1424.2972995576617,-1424.2972995576617,489.5142375234431,489.5142375234431,489.5142375234431,0.0,0.0,0.0,22711.541979981834
2011-03-29,23666.15958888192,16123.812872691682,24674.121644037903,23666.15958888192,23666.15958888192,-3443.285735206064,-3443.285735206064,-3443.285735206064,-3959.3556555555715,-3959.3556555555715,-3959.3556555555715,516.0699203495082,516.0699203495082,516.0699203495082,0.0,0.0,0.0,20222.873853675857
2011-03-30,23685.99413574779,15624.66461892542,24524.776445046395,23685.99413574779,23685.99413574779,-3741.208266258582,-3741.208266258582,-3741.208266258582,-4277.103578949745,-4277.103578949745,-4277.103578949745,535.8953126911621,535.8953126911621,535.8953126911621,0.0,0.0,0.0,19944.78586948921
2011-03-31,23705.828682613657,16029.4315485166,24769.777603551018,23705.828682613657,23705.828682613657,-3582.1573589340765,-3582.1573589340765,-3582.1573589340765,-4130.420461291657,-4130.420461291657,-4130.420461291657,548.2631023575808,548.2631023575808,548.2631023575808,0.0,0.0,0.0,20123.67132367958
2011-04-01,23725.663229479527,19726.8590733864,28673.51300825288,23725.663229479527,23725.663229479527,431.27103649915983,431.27103649915983,431.27103649915983,-121.38056120468829,-121.38056120468829,-121.38056120468829,552.6515977038481,552.6515977038481,552.6515977038481,0.0,0.0,0.0,24156.934265978685
2011-04-02,23745.497776345394,27281.209673170735,35868.59246115145,23745.497776345394,23745.497776345394,7708.045473571898,7708.045473571898,7708.045473571898,7159.29441047613,7159.29441047613,7159.29441047613,548.7510630957679,548.7510630957679,548.7510630957679,0.0,0.0,0.0,31453.54324991729
2011-04-03,23765.33232321126,26516.342825890457,35297.86345284558,23765.33232321126,23765.33232321126,7289.726990151277,7289.726990151277,7289.726990151277,6753.263146073859,6753.263146073859,6753.263146073859,536.4638440774191,536.4638440774191,536.4638440774191,0.0,0.0,0.0,31055.059313362537
2011-04-04,23785.166870077133,18732.29859309372,27749.580800716853,23785.166870077133,23785.166870077133,-908.3988549650543,-908.3988549650543,-908.3988549650543,-1424.2972995619436,-1424.2972995619436,-1424.2972995619436,515.8984445968892,515.8984445968892,515.8984445968892,0.0,0.0,0.0,22876.76801511208
2011-04-05,23805.001416943,15945.962940011068,25037.391637214954,23805.001416943,23805.001416943,-3471.9977594827883,-3471.9977594827883,-3471.9977594827883,-3959.3556555553905,-3959.3556555553905,-3959.3556555553905,487.35789607260256,487.35789607260256,487.35789607260256,0.0,0.0,0.0,20333.003657460213
2011-04-06,23824.835963808866,15228.143655211186,24369.979004972673,23824.835963808866,23824.835963808866,-3825.780656257129,-3825.780656257129,-3825.780656257129,-4277.103578949562,-4277.103578949562,-4277.103578949562,451.32292269243277,451.32292269243277,451.32292269243277,0.0,0.0,0.0,19999.05530755174
2011-04-07,23844.670510674736,15999.000949251831,24696.558407353907,23844.670510674736,23844.670510674736,-3721.9899069667053,-3721.9899069667053,-3721.9899069667053,-4130.4204612892945,-4130.4204612892945,-4130.4204612892945,408.43055432258984,408.43055432258984,408.43055432258984,0.0,0.0,0.0,20122.68060370803
2011-04-08,23864.505057540602,19496.875224979027,28520.477694381683,23864.505057540602,23864.505057540602,238.06840228626686,238.06840228626686,238.06840228626686,-121.38056119859125,-121.38056119859125,-121.38056119859125,359.4489634848581,359.4489634848581,359.4489634848581,0.0,0.0,0.0,24102.57345982687
2011-04-09,23884.339604406476,26776.693495706742,35639.00719540546,23884.339604406476,23884.339604406476,7464.543812999904,7464.543812999904,7464.543812999904,7159.294410479103,7159.294410479103,7159.294410479103,305.2494025208005,305.2494025208005,305.2494025208005,0.0,0.0,0.0,31348.88341740638
2011-04-10,23904.174151272342,26462.17704768704,35532.631898394895,23904.174151272342,23904.174151272342,7000.039334588591,7000.039334588591,7000.039334588591,6753.2631460803095,6753.2631460803095,6753.2631460803095,246.7761885082816,246.7761885082816,246.7761885082816,0.0,0.0,0.0,30904.213485860935
2011-04-11,23924.00869813821,18350.02616337541,27221.35854321513,23924.00869813821,23924.00869813821,-1239.2815746779158,-1239.2815746779158,-1239.2815746779158,-1424.2972995543337,-1424.2972995543337,-1424.2972995543337,185.01572487641766,185.01572487641766,185.01572487641766,0.0,0.0,0.0,22684.727123460292
2011-04-12,23943.84324500408,15759.833196708963,25017.69320903961,23943.84324500408,23943.84324500408,-3838.390096546772,-3838.390096546772,-3838.390096546772,-3959.3556555559717,-3959.3556555559717,-3959.3556555559717,120.9655590092,120.9655590092,120.9655590092,0.0,0.0,0.0,20105.453148457305
2011-04-13,23963.677791869948,15801.24506391006,24270.928750159397,23963.677791869948,23963.677791869948,-4221.499124495813,-4221.499124495813,-4221.499124495813,-4277.103578949381,-4277.103578949381,-4277.103578949381,55.60445445356768,55.60445445356768,55.60445445356768,0.0,0.0,0.0,19742.178667374137
2011-04-14,23983.512338735814,15538.458498672691,24300.71975220348,23983.512338735814,23983.512338735814,-4140.5560557015015,-4140.5560557015015,-4140.5560557015015,-4130.420461289184,-4130.420461289184,-4130.420461289184,-10.135594412318108,-10.135594412318108,-10.135594412318108,0.0,0.0,0.0,19842.956283034313
2011-04-15,24003.346885601684,19383.52473970443,28117.61699044926,24003.346885601684,24003.346885601684,-196.77511757644675,-196.77511757644675,-196.77511757644675,-121.3805611951018,-121.3805611951018,-121.3805611951018,-75.39455638134493,-75.39455638134493,-75.39455638134493,0.0,0.0,0.0,23806.57176802524
2011-04-16,24023.18143246755,26544.714272102414,35514.36218806308,24023.18143246755,24023.18143246755,7019.888388756566,7019.888388756566,7019.888388756566,7159.294410474799,7159.294410474799,7159.294410474799,-139.40602171823244,-139.40602171823244,-139.40602171823244,0.0,0.0,0.0,31043.06982122412
2011-04-17,24043.01597933342,25945.242738588822,34689.04420171208,24043.01597933342,24043.01597933342,6551.748439144407,6551.748439144407,6551.748439144407,6753.263146076248,6753.263146076248,6753.263146076248,-201.51470693184098,-201.51470693184098,-201.51470693184098,0.0,0.0,0.0,30594.764418477826
2011-04-18,24062.85052619929,18067.3792661693,26839.719447683,24062.85052619929,24062.85052619929,-1685.4866322184428,-1685.4866322184428,-1685.4866322184428,-1424.2972995586154,-1424.2972995586154,-1424.2972995586154,-261.1893326598275,-261.1893326598275,-261.1893326598275,0.0,0.0,0.0,22377.363893980848
2011-04-19,24082.685073065157,15389.733877221339,24058.606455974274,24082.685073065157,24082.685073065157,-4277.3862146153615,-4277.3862146153615,-4277.3862146153615,-3959.355655555832,-3959.355655555832,-3959.355655555832,-318.03055905953,-318.03055905953,-318.03055905953,0.0,0.0,0.0,19805.298858449794
2011-04-20,24102.519619931027,14819.892840687748,23995.425648103897,24102.519619931027,24102.519619931027,-4648.8774080339745,-4648.8774080339745,-4648.8774080339745,-4277.103578949201,-4277.103578949201,-4277.103578949201,-371.7738290847747,-371.7738290847747,-371.7738290847747,0.0,0.0,0.0,19453.64221189705
2011-04-21,24122.354166796893,15266.919343293077,23630.47125119574,24122.354166796893,24122.354166796893,-4552.707600325368,-4552.707600325368,-4552.707600325368,-4130.420461288539,-4130.420461288539,-4130.420461288539,-422.28713903682893,-422.28713903682893,-422.28713903682893,0.0,0.0,0.0,19569.646566471525
2011-04-22,24142.18871366276,19043.913454776393,28069.303923413147,24142.18871366276,24142.18871366276,-590.9444836847814,-590.9444836847814,-590.9444836847814,-121.38056121670563,-121.38056121670563,-121.38056121670563,-469.5639224680758,-469.5639224680758,-469.5639224680758,0.0,0.0,0.0,23551.24422997798
2011-04-23,24162.023260528633,26368.51818074657,35228.449197585156,24162.023260528633,24162.023260528633,6645.583017782132,6645.583017782132,6645.583017782132,7159.294410475329,7159.294410475329,7159.294410475329,-513.7113926931967,-513.7113926931967,-513.7113926931967,0.0,0.0,0.0,30807.606278310763
2011-04-24,24181.8578073945,25961.011750865022,34465.28658866543,24181.8578073945,24181.8578073945,6198.32831020192,6198.32831020192,6198.32831020192,6753.263146072186,6753.263146072186,6753.263146072186,-554.9348358702656,-554.9348358702656,-554.9348358702656,0.0,0.0,0.0,30380.18611759642
2011-04-25,24201.69235426037,17657.968314735437,26657.06652009934,24201.69235426037,24201.69235426037,-2017.8157758944808,-2017.8157758944808,-2017.8157758944808,-1424.297299563697,-1424.297299563697,-1424.297299563697,-593.5184763307836,-593.5184763307836,-593.5184763307836,0.0,0.0,0.0,22183.87657836589
2011-04-26,24221.526901126235,14902.11229995449,23745.432101858314,24221.526901126235,24221.526901126235,-4589.159300107248,-4589.159300107248,-4589.159300107248,-3959.3556555553105,-3959.3556555553105,-3959.3556555553105,-629.8036445519361,-629.8036445519361,-629.8036445519361,0.0,0.0,0.0,19632.36760101899
2011-04-27,24241.361456406114,14958.220961388757,23733.99835893797,24241.361456406114,24241.361456406114,-4941.268641533332,-4941.268641533332,-4941.268641533332,-4277.103578950058,-4277.103578950058,-4277.103578950058,-664.1650625832739,-664.1650625832739,-664.1650625832739,0.0,0.0,0.0,19300.092814872783
2011-04-28,24261.196011685995,14949.88763327228,23855.7424781978,24261.196011685995,24261.196011685995,-4827.406580590226,-4827.406580590226,-4827.406580590226,-4130.420461288428,-4130.420461288428,-4130.420461288428,-696.9861193017986,-696.9861193017986,-696.9861193017986,0.0,0.0,0.0,19433.78943109577
2011-04-29,24281.030566965874,19181.187550607887,27813.11876951321,24281.030566965874,24281.030566965874,-850.0145980893174,-850.0145980893174,-850.0145980893174,-121.38056121321658,-121.38056121321658,-121.38056121321658,-728.6340368761008,-728.6340368761008,-728.6340368761008,0.0,0.0,0.0,23431.015968876556
2011-04-30,24300.865122245752,26412.140396258565,35166.60574916381,24300.865122245752,24300.865122245752,6399.858581009247,6399.858581009247,6399.858581009247,7159.29441048075,7159.29441048075,7159.29441048075,-759.4358294715026,-759.4358294715026,-759.4358294715026,0.0,0.0,0.0,30700.723703255
2011-05-01,24320.69967752563,25906.925558805317,34865.146073867734,24320.69967752563,24320.69967752563,5963.607220442213,5963.607220442213,5963.607220442213,6753.263146068125,6753.263146068125,6753.263146068125,-789.6559256259136,-789.6559256259136,-789.6559256259136,0.0,0.0,0.0,30284.306897967843
2011-05-02,24340.53423280551,17952.18531821762,26611.360470256564,24340.53423280551,24340.53423280551,-2243.773567451636,-2243.773567451636,-2243.773567451636,-1424.297299541795,-1424.297299541795,-1424.297299541795,-819.4762679098416,-819.4762679098416,-819.4762679098416,0.0,0.0,0.0,22096.76066535387
2011-05-03,24360.368788085387,15274.46865107027,24043.73605655363,24360.368788085387,24360.368788085387,-4808.335274902675,-4808.335274902675,-4808.335274902675,-3959.355655555531,-3959.355655555531,-3959.355655555531,-848.9796193471443,-848.9796193471443,-848.9796193471443,0.0,0.0,0.0,19552.033513182712
2011-05-04,24380.20334336526,14825.115127963143,23833.762775617004,24380.20334336526,24380.20334336526,-5155.240277284487,-5155.240277284487,-5155.240277284487,-4277.103578948429,-4277.103578948429,-4277.103578948429,-878.1366983360576,-878.1366983360576,-878.1366983360576,0.0,0.0,0.0,19224.963066080774
2011-05-05,24400.037898645143,15004.024997887891,23456.19507813107,24400.037898645143,24400.037898645143,-5037.218097232948,-5037.218097232948,-5037.218097232948,-4130.420461288317,-4130.420461288317,-4130.420461288317,-906.7976359446317,-906.7976359446317,-906.7976359446317,0.0,0.0,0.0,19362.819801412195
2011-05-06,24419.87245392502,19024.308644372035,27722.30789935216,24419.87245392502,24419.87245392502,-1056.068666719382,-1056.068666719382,-1056.068666719382,-121.38056120451273,-121.38056120451273,-121.38056120451273,-934.6881055148693,-934.6881055148693,-934.6881055148693,0.0,0.0,0.0,23363.80378720564
2011-05-07,24439.7070092049,26344.972650558444,34579.19308979644,24439.7070092049,24439.7070092049,6197.884091378905,6197.884091378905,6197.884091378905,7159.2944104764465,7159.2944104764465,7159.2944104764465,-961.4103190975407,-961.4103190975407,-961.4103190975407,0.0,0.0,0.0,30637.591100583806
2011-05-08,24459.541564484778,25960.659365695723,34779.178700374614,24459.541564484778,24459.541564484778,5766.814222808337,5766.814222808337,5766.814222808337,6753.263146074575,6753.263146074575,6753.263146074575,-986.4489232662384,-986.4489232662384,-986.4489232662384,0.0,0.0,0.0,30226.355787293116
2011-05-09,24479.376119764656,17706.7681197048,26812.166873882754,24479.376119764656,24479.376119764656,-2433.478963025885,-2433.478963025885,-2433.478963025885,-1424.2972995468763,-1424.2972995468763,-1424.2972995468763,-1009.1816634790092,-1009.1816634790092,-1009.1816634790092,0.0,0.0,0.0,22045.89715673877
2011-05-10,24499.210675044535,15177.18834940662,23779.32399245966,24499.210675044535,24499.210675044535,-4988.250182085282,-4988.250182085282,-4988.250182085282,-3959.3556555553905,-3959.3556555553905,-3959.3556555553905,-1028.8945265298914,-1028.8945265298914,-1028.8945265298914,0.0,0.0,0.0,19510.960492959253
2011-05-11,24519.045230324413,14628.134037546228,23148.272688388053,24519.045230324413,24519.045230324413,-5321.9044987879415,-5321.9044987879415,-5321.9044987879415,-4277.1035789496955,-4277.1035789496955,-4277.1035789496955,-1044.8009198382463,-1044.8009198382463,-1044.8009198382463,0.0,0.0,0.0,19197.14073153647
2011-05-12,24538.87978560429,14680.240624068147,23762.23542293878,24538.87978560429,24538.87978560429,-5186.484770423423,-5186.484770423423,-5186.484770423423,-4130.420461288205,-4130.420461288205,-4130.420461288205,-1056.064309135218,-1056.064309135218,-1056.064309135218,0.0,0.0,0.0,19352.395015180868
2011-05-13,24558.71434088417,18651.114614307153,27757.162461911008,24558.71434088417,24558.71434088417,-1183.2041781264395,-1183.2041781264395,-1183.2041781264395,-121.38056121617711,-121.38056121617711,-121.38056121617711,-1061.8236169102624,-1061.8236169102624,-1061.8236169102624,0.0,0.0,0.0,23375.51016275773
2011-05-14,24578.548896164048,26416.856856311657,35268.9389312315,24578.548896164048,24578.548896164048,6098.073823924489,6098.073823924489,6098.073823924489,7159.294410479421,7159.294410479421,7159.294410479421,-1061.2205865549317,-1061.2205865549317,-1061.2205865549317,0.0,0.0,0.0,30676.622720088537
2011-05-15,24598.383451443926,26198.4026030672,34418.54478995379,24598.383451443926,24598.383451443926,5699.834901406898,5699.834901406898,5699.834901406898,6753.263146072316,6753.263146072316,6753.263146072316,-1053.4282446654179,-1053.4282446654179,-1053.4282446654179,0.0,0.0,0.0,30298.218352850825
2011-05-16,24618.218006723804,18037.617816809,26552.112694714335,24618.218006723804,24618.218006723804,-2461.976848303883,-2461.976848303883,-2461.976848303883,-1424.297299551958,-1424.297299551958,-1424.297299551958,-1037.6795487519248,-1037.6795487519248,-1037.6795487519248,0.0,0.0,0.0,22156.24115841992
2011-05-17,24638.052562003682,15204.175537933972,24166.516933727307,24638.052562003682,24638.052562003682,-4972.65094676855,-4972.65094676855,-4972.65094676855,-3959.3556555559708,-3959.3556555559708,-3959.3556555559708,-1013.2952912125793,-1013.2952912125793,-1013.2952912125793,0.0,0.0,0.0,19665.401615235132
2011-05-18,24657.88711728356,15241.651123470025,23709.626010919605,24657.88711728356,24657.88711728356,-5256.813922398104,-5256.813922398104,-5256.813922398104,-4277.103578950555,-4277.103578950555,-4277.103578950555,-979.7103434475491,-979.7103434475491,-979.7103434475491,0.0,0.0,0.0,19401.073194885455
2011-05-19,24677.72167256344,15331.908983153196,24017.932636558155,24677.72167256344,24677.72167256344,-5066.917827432432,-5066.917827432432,-5066.917827432432,-4130.420461291529,-4130.420461291529,-4130.420461291529,-936.4973661409031,-936.4973661409031,-936.4973661409031,0.0,0.0,0.0,19610.803845131006
2011-05-20,24697.556227843317,19333.16915143768,28119.058618163675,24697.556227843317,24697.556227843317,-1004.7677430346623,-1004.7677430346623,-1004.7677430346623,-121.3805612100805,-121.3805612100805,-121.3805612100805,-883.3871818245818,-883.3871818245818,-883.3871818245818,0.0,0.0,0.0,23692.788484808654
2011-05-21,24717.3907831232,26919.347851199673,35558.06604114202,24717.3907831232,24717.3907831232,6339.009308722692,6339.009308722692,6339.009308722692,7159.294410484841,7159.294410484841,7159.294410484841,-820.285101762148,-820.285101762148,-820.285101762148,0.0,0.0,0.0,31056.40009184589
2011-05-22,24737.225338403077,26028.582793847192,35059.50095141778,24737.225338403077,24737.225338403077,6005.980527968178,6005.980527968178,6005.980527968178,6753.263146066452,6753.263146066452,6753.263146066452,-747.2826180982735,-747.2826180982735,-747.2826180982735,0.0,0.0,0.0,30743.205866371256
2011-05-23,24757.059893682956,18356.618719655915,27251.125774310178,24757.059893682956,24757.059893682956,-2088.961310025799,-2088.961310025799,-2088.961310025799,-1424.297299543548,-1424.297299543548,-1424.297299543548,-664.6640104822507,-664.6640104822507,-664.6640104822507,0.0,0.0,0.0,22668.098583657156
2011-05-24,24776.894448962834,15664.9450723869,24667.541526977388,24776.894448962834,24776.894448962834,-4532.263225338577,-4532.263225338577,-4532.263225338577,-3959.355655555451,-3959.355655555451,-3959.355655555451,-572.9075697831264,-572.9075697831264,-572.9075697831264,0.0,0.0,0.0,20244.631223624256
2011-05-25,24796.72900424271,15816.380123392128,24444.635767979442,24796.72900424271,24796.72900424271,-4749.784884312941,-4749.784884312941,-4749.784884312941,-4277.103578950373,-4277.103578950373,-4277.103578950373,-472.68130536256774,-472.68130536256774,-472.68130536256774,0.0,0.0,0.0,20046.944119929765
2011-05-26,24816.563559522587,15966.373174906057,24884.780117004735,24816.563559522587,24816.563559522587,-4495.253632901214,-4495.253632901214,-4495.253632901214,-4130.420461291417,-4130.420461291417,-4130.420461291417,-364.83317160979686,-364.83317160979686,-364.83317160979686,0.0,0.0,0.0,20321.309926621372
2011-05-27,24836.398114802465,20283.082436154946,28761.472201102995,24836.398114802465,24836.398114802465,-371.75658005799903,-371.75658005799903,-371.75658005799903,-121.38056120398383,-121.38056120398383,-121.38056120398383,-250.37601885401523,-250.37601885401523,-250.37601885401523,0.0,0.0,0.0,24464.641534744467
2011-05-28,24856.232670082343,27501.72205081986,36109.49138282916,24856.232670082343,24856.232670082343,7028.82677240621,7028.82677240621,7028.82677240621,7159.29441048537,7159.29441048537,7159.29441048537,-130.4676380791587,-130.4676380791587,-130.4676380791587,0.0,0.0,0.0,31885.059442488553
2011-05-29,24876.06722536222,27383.322521192113,36132.02625709521,24876.06722536222,24876.06722536222,6746.876723113489,6746.876723113489,6746.876723113489,6753.263146072903,6753.263146072903,6753.263146072903,-6.386422959413995,-6.386422959413995,-6.386422959413995,0.0,0.0,0.0,31622.94394847571
2011-05-30,24895.901780642103,19161.530414768127,27971.00766454528,24895.901780642103,24895.901780642103,-1303.8006113363735,-1303.8006113363735,-1303.8006113363735,-1424.2972995478297,-1424.2972995478297,-1424.2972995478297,120.49668821145586,120.49668821145586,120.49668821145586,0.0,0.0,0.0,23592.10116930573
